year,contaminant_level,ph,turbidity,dissolved_oxygen,nitrate,lead,bacteria_count,clean_water_access,infant_mortality_rate,gdp_per_capita,healthcare_access,urbanization,sanitation_coverage,rainfall,temperature,population_density,country_Brazil,country_China,country_Ethiopia,country_India,country_Indonesia,country_Mexico,country_Nigeria,country_Pakistan,country_USA,region_East,region_North,region_South,region_West,water_source_type_Pond,water_source_type_River,water_source_type_Spring,water_source_type_Tap,water_source_type_Well,water_treatment_method_Chlorination,water_treatment_method_Filtration,water_treatment_method_None
2007,1.52,7.62,0.15,8.43,11.56,4.79,50,92.76,7.59,52200,93.64,77.34,88.47,894,14.26,40,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
2000,4.02,7.6,6.33,6.0,24.13,8.59,991,95.1,16.28,11974,74.05,59.96,92.76,1346,9.95,84,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2006,2.91,6.95,6.58,5.75,15.93,5.75,833,53.36,67.21,1217,38.79,23.89,36.97,666,19.96,121,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2011,3.88,6.34,6.28,4.74,30.14,6.37,1061,80.07,34.42,4860,63.55,59.53,81.73,2231,25.91,118,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2009,1.1,7.23,1.32,8.33,7.8,1.71,47,72.33,67.78,1589,46.85,39.51,63.12,363,25.57,241,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
2023,2.28,7.36,3.44,6.14,25.83,3.46,561,80.69,38.05,2938,72.32,38.05,77.13,1492,24.08,528,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2015,2.22,6.43,2.0,7.97,15.08,4.02,141,42.25,67.95,1023,32.25,16.95,39.69,689,15.62,109,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2012,3.58,6.74,6.58,6.28,23.8,7.74,769,83.36,30.83,5309,62.52,55.79,74.45,1837,24.75,180,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,2.17,7.88,3.4,7.36,19.6,3.34,252,81.89,21.21,8062,71.05,87.84,80.29,2876,25.63,20,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2011,2.13,6.67,1.5,7.62,19.68,3.85,111,73.99,32.16,3171,58.5,42.17,64.49,1908,24.5,774,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2015,0.45,6.6,0.71,8.1,9.16,0.05,9,96.6,6.06,12216,72.23,65.21,87.43,735,12.71,120,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2021,0.97,6.79,1.66,7.9,11.89,3.34,109,90.34,15.71,46487,86.95,80.86,90.8,915,14.93,44,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2008,1.74,6.6,1.74,7.0,11.87,4.28,335,69.2,64.25,1704,47.09,40.59,62.8,468,20.2,212,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2020,3.88,6.96,5.1,6.84,21.98,9.02,1572,60.7,71.99,1125,32.07,25.39,37.48,1044,21.23,118,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2014,0.89,6.29,1.15,9.57,12.96,1.78,3,94.93,7.06,14620,81.28,60.6,81.63,1223,11.36,186,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2022,1.64,6.47,2.15,8.07,16.74,4.84,122,71.57,64.65,1761,52.47,45.22,67.77,370,22.64,262,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
2015,0.09,7.23,0.35,8.62,9.48,3.36,7,75.79,24.82,4733,65.35,56.35,76.94,1566,23.53,158,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2015,1.23,7.28,1.17,7.53,11.28,6.25,111,59.06,61.49,1275,44.32,28.0,46.09,632,16.64,140,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2014,1.54,7.45,1.61,8.57,8.94,4.31,79,52.75,63.59,1058,53.39,23.48,37.12,627,14.3,93,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2014,2.27,7.43,3.47,6.37,18.31,4.37,307,72.75,42.24,2015,55.57,33.45,65.3,1261,27.95,615,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2012,1.59,6.99,1.09,7.35,11.09,5.88,68,45.68,56.72,995,36.68,18.5,34.73,565,19.87,125,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2016,1.16,7.01,0.83,8.5,8.17,0.69,10,91.55,19.85,10929,74.34,80.6,87.24,785,18.69,61,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2006,1.39,7.38,1.21,7.59,15.45,3.67,168,69.58,67.23,1317,34.07,37.04,58.81,506,20.85,401,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
2007,2.5,7.19,5.07,5.41,16.49,6.44,681,55.93,66.43,1160,39.98,29.76,42.15,760,24.55,131,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2007,2.95,6.79,5.17,6.09,29.79,5.85,879,76.5,39.41,2662,52.4,42.16,65.24,2339,23.03,1543,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2005,3.53,7.19,6.3,6.33,19.87,10.02,817,51.16,65.37,1034,44.22,27.08,43.37,694,21.34,98,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2003,2.34,6.97,2.75,7.38,14.0,4.21,399,95.3,6.13,54091,95.05,76.55,92.01,931,12.62,40,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2014,1.24,7.0,0.17,8.54,14.57,1.98,27,62.64,75.97,2145,38.44,45.55,53.99,1018,27.42,243,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2006,2.36,7.24,5.06,7.45,16.25,6.27,690,54.86,68.05,1217,38.37,23.5,43.4,1064,18.97,100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2009,3.13,6.76,5.87,6.34,23.36,7.56,1145,79.17,34.52,4704,57.12,57.86,84.89,2191,26.46,192,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2017,1.4,6.41,1.46,8.97,11.28,1.96,18,60.1,58.99,1147,54.08,23.91,35.77,704,17.07,123,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2000,2.02,6.77,3.26,6.31,22.77,5.35,212,66.08,36.8,2917,56.85,38.96,67.89,2218,29.62,1224,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017,1.45,6.83,1.96,7.86,9.74,2.74,41,96.42,14.17,12655,71.74,77.74,82.17,637,22.46,56,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2022,1.79,7.12,1.98,8.07,17.8,3.17,122,91.79,20.51,10172,81.36,95.98,88.84,1857,22.35,26,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2015,2.58,7.18,5.6,7.27,19.8,6.76,1331,94.86,11.92,55682,94.42,80.43,95.71,923,14.87,35,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2014,1.35,6.9,1.73,7.96,17.41,1.26,76,82.6,33.23,2858,60.92,47.4,75.57,1201,22.31,517,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
2022,3.18,6.25,2.88,6.59,17.83,4.5,527,71.75,64.0,1924,47.35,32.79,71.1,590,27.47,250,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
2016,0.57,7.17,0.67,8.51,8.61,1.52,9,95.69,8.91,13397,81.07,68.0,97.23,842,19.36,131,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2021,0.41,6.32,0.71,9.29,14.39,0.13,11,88.31,14.12,12695,68.38,64.47,94.89,1215,18.89,158,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2008,3.06,7.35,5.52,6.06,17.02,9.77,448,62.31,58.15,1128,45.75,21.93,42.73,785,14.12,102,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2004,2.56,6.94,5.56,6.99,24.89,6.46,874,71.53,37.15,2531,55.76,41.44,70.33,1199,22.96,724,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2003,3.09,6.74,5.04,5.5,18.37,10.78,673,56.66,82.18,2225,37.45,65.3,41.43,1077,28.92,182,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2001,2.67,6.81,3.13,7.43,22.55,6.1,313,89.62,11.73,12717,69.76,64.41,92.0,1295,13.48,143,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2006,0.73,7.12,0.38,7.48,13.45,3.26,8,64.14,76.66,2442,50.31,54.21,49.0,933,31.44,311,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019,3.04,7.21,3.81,6.21,23.41,6.69,510,79.6,31.44,4784,57.5,59.05,73.53,2393,26.89,114,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2014,1.17,5.93,1.78,7.91,11.41,3.12,178,99.09,5.95,54412,93.79,78.82,98.0,1087,11.38,35,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019,0.73,7.21,0.15,8.04,8.15,0.59,3,99.7,13.93,11717,75.39,86.25,92.63,903,19.89,79,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2005,2.05,6.92,1.52,7.33,21.41,5.4,162,75.96,36.66,2787,49.91,42.67,61.24,2329,27.14,1504,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2024,2.28,7.01,2.56,6.62,16.48,4.23,218,97.43,22.48,10075,68.67,89.34,75.14,1312,22.44,31,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2001,3.2,6.78,6.36,4.85,22.99,6.81,1341,81.82,37.65,2586,54.19,42.37,68.71,884,28.7,512,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2024,1.17,7.47,0.27,9.36,14.2,3.67,18,95.3,8.75,13899,76.33,71.72,90.31,1252,14.39,162,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2014,1.66,6.89,1.75,7.65,15.15,1.94,214,92.53,16.31,12130,72.81,69.02,87.47,903,15.88,95,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015,1.46,6.65,2.15,6.76,17.07,5.36,231,89.38,23.63,9510,73.74,84.39,72.81,1943,24.23,28,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2023,0.02,6.91,0.45,8.59,9.05,4.9,3,96.03,22.72,10102,70.72,89.19,87.92,2138,21.26,23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2007,3.77,7.48,6.43,6.29,26.36,8.71,1311,91.65,8.6,12275,81.81,63.01,89.35,1115,13.3,108,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2024,0.46,6.92,0.7,9.57,8.99,1.65,3,94.58,13.39,12109,78.61,64.95,83.44,971,16.67,186,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2000,2.2,7.44,2.19,6.8,23.77,7.17,281,71.13,40.39,2810,52.41,32.72,68.85,2874,26.81,756,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
2008,2.8,6.99,4.11,7.32,15.35,10.88,685,91.12,21.53,8260,68.19,91.26,74.92,1948,23.63,12,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
2017,2.51,7.3,4.54,7.0,25.54,6.23,614,72.06,41.84,2671,51.33,38.82,73.17,2037,25.15,1357,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2007,3.27,7.54,6.24,7.48,21.25,10.19,1591,93.29,11.29,56541,78.8,83.4,99.5,910,11.74,44,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2014,2.56,6.85,3.35,6.86,20.94,8.87,458,60.45,67.66,2452,48.09,53.26,49.94,1467,25.89,189,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2007,1.84,6.98,1.91,7.07,12.32,4.82,254,99.7,14.28,11419,79.52,87.01,86.56,637,25.28,112,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2005,0.88,7.37,1.05,8.54,13.81,4.8,42,89.63,20.96,8176,77.89,90.86,84.74,1556,22.43,33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2002,2.79,6.53,6.13,6.89,17.33,6.67,677,55.76,67.13,1157,45.22,21.79,35.88,756,19.29,179,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2022,0.55,7.61,0.46,8.5,10.88,0.05,13,98.28,10.2,12800,76.09,71.5,91.1,825,12.47,161,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2009,1.97,7.17,3.77,6.74,19.26,7.45,340,92.03,16.14,9543,79.48,89.77,76.94,1937,22.22,22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2000,2.9,6.68,3.56,6.41,20.74,7.2,574,86.89,25.4,7367,73.16,80.39,78.29,2321,27.29,23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2014,2.46,6.73,4.05,6.09,22.21,6.88,832,67.88,42.76,2192,57.53,32.79,71.08,930,26.81,616,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
2014,1.26,7.05,0.15,8.18,15.72,3.15,6,76.7,27.63,2775,66.02,38.08,78.55,903,26.28,608,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2000,1.26,6.12,0.78,8.41,12.44,0.05,8,85.83,7.53,11626,78.65,61.7,91.34,1007,15.42,142,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2002,2.04,6.7,1.43,7.96,17.92,5.34,126,73.97,32.82,2521,57.36,35.45,67.76,1028,22.82,352,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2016,2.72,7.05,5.75,6.57,29.57,8.06,839,70.94,39.68,2713,67.32,43.37,66.6,2217,24.43,1138,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2003,1.28,6.9,0.15,8.48,15.59,4.42,29,61.65,57.46,1373,47.34,26.52,53.0,922,20.53,162,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2008,2.44,7.02,4.04,7.31,19.86,6.63,450,81.63,26.61,4972,63.85,56.21,74.85,2047,24.97,103,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2017,2.35,7.3,2.72,7.0,19.05,6.34,293,60.07,68.56,2514,34.81,51.92,55.23,1162,26.68,274,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2018,1.67,6.86,3.23,7.83,12.7,5.78,198,68.27,68.43,1620,47.27,37.02,72.69,592,25.56,466,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
2003,2.36,7.08,1.8,7.02,20.37,8.12,279,56.06,81.04,2032,40.94,58.83,46.3,1551,30.6,274,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2009,1.54,7.41,0.52,8.17,17.19,3.75,131,48.52,68.15,1172,41.76,24.68,38.15,1058,19.44,159,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2015,2.79,6.77,5.14,6.6,18.49,7.22,520,52.02,60.43,1146,41.05,19.42,42.65,875,22.04,122,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2011,1.29,7.41,1.83,8.23,18.83,2.42,82,83.29,27.23,5119,66.44,59.31,76.65,1986,26.8,108,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
2013,2.15,6.6,3.88,6.92,26.18,3.29,371,76.06,37.8,3027,48.62,42.78,70.31,1964,22.92,1005,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2001,3.16,6.2,6.64,5.67,20.07,8.67,697,92.47,19.73,10592,82.77,83.13,87.13,791,21.68,70,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2018,1.62,7.0,1.1,6.66,16.72,5.41,133,59.63,74.02,2328,49.78,62.57,44.17,967,28.45,205,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2001,1.54,6.9,2.2,8.31,12.21,3.23,114,88.32,17.27,10426,75.64,90.53,91.78,720,20.9,84,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2009,2.59,6.94,4.72,6.94,31.62,6.07,702,74.88,36.76,2757,52.44,36.3,68.63,2755,25.17,1700,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2023,3.18,6.4,4.16,6.89,16.65,8.21,611,90.64,17.37,8724,72.79,90.95,84.06,1975,25.09,24,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2016,1.16,7.03,1.63,7.75,12.42,2.16,13,83.8,17.7,10642,76.91,91.9,83.74,1722,24.26,21,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2000,2.13,6.25,0.92,6.99,17.17,5.23,247,51.59,61.39,1053,46.59,19.74,37.27,919,15.59,155,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020,0.6,6.76,0.15,8.37,7.97,1.0,3,91.53,17.72,11180,69.78,86.63,95.42,641,22.35,59,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2009,1.95,6.76,1.68,6.69,16.43,4.11,80,92.72,15.43,8933,73.95,87.28,78.06,1528,26.44,35,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
2007,1.21,7.5,0.15,8.06,17.7,2.72,3,82.71,15.34,7894,63.63,86.45,85.61,2259,21.02,29,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2019,1.64,6.58,2.28,7.04,15.75,4.73,77,83.31,42.45,2874,56.21,36.51,73.65,1356,26.8,303,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2016,2.41,6.88,3.13,5.77,20.32,7.78,242,77.86,31.27,4716,56.48,65.85,76.61,2853,27.39,126,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2022,1.03,7.07,0.15,7.93,10.8,1.59,3,92.81,15.23,10164,75.14,83.81,87.26,964,19.49,100,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2000,2.02,7.17,3.93,6.46,14.66,6.49,243,62.27,73.64,1456,45.95,40.76,64.14,525,24.27,310,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2007,3.14,7.12,4.74,6.66,28.8,5.18,414,75.35,37.26,2471,57.64,46.75,64.25,2561,22.49,1592,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023,3.75,6.76,6.39,5.61,29.88,7.66,1048,75.92,38.27,2795,57.83,39.11,69.86,2357,28.09,1063,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
2003,1.67,7.58,0.78,7.76,14.67,3.7,138,88.45,18.32,13029,70.98,69.94,87.98,764,13.35,172,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2011,1.36,6.43,2.54,8.3,14.21,8.48,196,49.72,64.05,1091,40.48,17.25,40.26,848,15.91,107,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2015,2.22,6.5,4.09,7.34,13.93,6.03,667,98.45,9.63,52507,99.0,82.73,93.02,1061,12.95,36,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2020,0.6,7.31,0.15,8.69,12.61,0.84,9,97.83,6.18,54108,93.44,81.22,88.55,760,14.8,45,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2005,2.86,7.48,6.83,5.03,23.21,8.48,683,78.46,32.19,4681,72.94,61.49,80.68,2483,27.66,229,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2005,0.9,7.42,0.15,8.15,12.01,0.91,11,72.76,37.26,2327,61.75,38.37,75.54,852,23.1,357,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2002,2.76,7.14,3.16,7.2,23.56,8.06,311,73.33,28.42,4495,60.89,54.57,74.69,2483,23.62,139,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2001,2.79,6.96,3.16,6.03,26.03,8.71,751,73.84,28.14,4297,64.54,59.16,73.47,2340,23.31,122,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2023,3.04,6.82,3.17,8.23,15.83,9.11,349,57.33,65.17,1393,41.78,25.72,47.7,594,15.05,141,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2002,2.71,6.68,6.01,5.21,21.97,8.66,982,58.61,77.84,2300,47.66,54.62,52.9,1292,29.63,216,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2009,1.62,6.82,1.37,7.35,13.04,5.37,143,77.97,29.35,8706,70.47,91.0,85.86,1822,27.84,26,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2014,1.77,6.98,1.5,8.16,17.44,1.16,89,94.61,14.25,13186,74.19,66.07,99.5,829,12.69,171,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2010,1.4,7.16,0.33,8.12,12.33,2.54,78,94.57,9.08,48427,76.78,81.05,95.41,988,13.79,35,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
2010,1.78,7.2,1.15,7.28,15.34,7.95,237,58.49,78.08,2017,49.07,55.24,47.14,1599,25.13,143,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2014,2.68,6.76,4.89,7.31,27.59,7.72,872,66.43,36.43,3145,63.63,40.8,78.06,2631,23.64,1700,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2002,3.26,6.81,5.7,5.93,25.64,7.08,1032,73.93,42.05,2541,53.9,43.33,83.54,998,25.96,452,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2020,1.6,7.45,2.02,6.9,13.32,6.65,229,55.54,63.82,1272,36.37,17.15,39.23,826,15.72,216,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2020,1.39,7.59,1.57,8.61,12.09,3.06,145,90.8,13.72,11692,75.28,63.52,86.7,819,13.56,136,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2016,1.41,7.09,1.55,8.88,15.25,1.67,174,92.17,12.73,13929,72.19,65.09,89.87,929,14.88,139,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2022,2.27,7.54,2.85,7.04,17.93,7.48,261,89.25,12.9,12539,77.78,64.35,84.73,1004,16.43,164,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2009,2.88,7.05,2.7,7.2,23.68,6.2,324,88.42,12.88,12778,74.15,73.18,99.5,1231,16.7,141,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2013,2.39,7.12,5.57,6.53,18.88,8.16,1077,56.09,74.65,2486,50.14,53.68,43.56,1180,26.49,170,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2006,1.91,6.49,2.67,6.38,16.05,7.21,405,64.5,63.8,1137,40.86,23.43,48.24,870,20.67,164,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2001,1.21,6.66,2.24,8.36,11.99,5.9,117,93.92,12.01,11882,80.69,65.2,89.99,896,16.74,152,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2021,0.57,6.17,0.15,7.59,11.64,2.2,10,77.35,30.64,2814,63.42,42.95,77.34,1294,26.36,462,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2013,2.07,7.17,0.65,6.78,18.97,3.43,142,68.88,37.07,3050,52.74,45.17,67.18,1403,26.97,1158,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2012,1.39,7.6,2.38,8.21,11.28,3.13,151,86.29,13.58,50099,90.27,86.83,93.7,989,14.9,42,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2010,1.88,7.52,1.52,8.75,17.99,6.43,203,76.17,32.48,4749,71.4,56.11,78.4,2612,22.19,126,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2002,2.67,6.83,2.89,7.19,24.42,7.97,541,76.06,27.97,4717,55.6,59.88,71.46,2516,22.89,145,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2004,2.94,6.92,5.08,5.05,21.37,7.39,585,74.98,33.03,4293,58.46,53.8,68.29,2266,28.96,169,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
2023,1.47,7.29,1.76,7.74,14.34,4.87,211,88.39,11.89,13036,76.35,72.55,97.99,853,12.82,147,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2017,1.56,7.56,0.15,7.64,10.27,4.2,200,93.87,8.86,12942,81.47,65.42,99.5,873,16.3,130,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2009,0.22,6.91,0.16,9.11,8.9,2.75,3,59.19,59.83,1415,37.86,28.8,47.31,770,16.3,111,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
2023,1.44,7.24,1.13,7.26,17.88,3.28,182,88.28,20.32,9820,75.27,87.48,82.25,1663,24.71,29,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2010,2.84,6.77,4.14,6.22,22.88,4.95,598,92.76,17.15,9485,67.7,81.81,78.45,1751,24.07,38,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2010,1.5,7.2,2.27,7.56,18.98,4.3,451,76.2,37.37,3124,58.4,42.54,71.67,1871,25.03,1559,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
